Draft Creation Date,PR Name,Submission Date,Merge Date,Total Lines - Blanks,Average Char per Line,Total Draft PRs,Total PRs Merged,PR Number,Repo Name
2024-02-21,Create test6.md,,,,,,,7,fraz-labs/gor-clone
